Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Season,Position
William McDowell-White,SYD,7,10.4,0.2,0.1,0.2,0.417,0.1,0.1,0.444,0.0,0.0,0.5,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,2017,SG
Owen Odigie,MEL,20,11.6,0.2,0.1,0.2,0.341,0.0,0.1,0.267,0.0,0.1,0.389,0.0,0.1,0.2,0.0,0.1,0.0,0.1,0.1,2017,SG
Matthew Kenyon,BRI,17,10.6,0.2,0.1,0.2,0.286,0.0,0.1,0.188,0.1,0.1,0.667,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2017,SG
Damian Martin,PER,22,28.8,0.2,0.1,0.2,0.387,0.0,0.1,0.358,0.0,0.0,0.417,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.1,2017,SG
Michael Bryson,SYD,4,14.0,0.1,0.1,0.3,0.176,0.0,0.1,0.125,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.2,2017,SG
Jackson Hussey,PER,2,3.6,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.4,0.1,2017,SG
Ethan Rusbatch,NZB,3,1.2,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,2017,SG
Tony Tolovae,SYD,1,0.6,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,SG
Christopher Kann,TOW,1,1.0,1.9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2016,SG
Tom Howard,TOW,1,2.2,0.9,0.5,1.4,0.333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,SG
Jordair Jett,TOW,28,27.5,0.6,0.2,0.5,0.449,0.0,0.1,0.278,0.1,0.1,0.647,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2016,SG
Chris Goulding,MEL,28,33.4,0.6,0.2,0.5,0.414,0.1,0.3,0.359,0.1,0.1,0.814,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2016,SG
Garrett Jackson,MEL,6,10.4,0.5,0.2,0.4,0.5,0.0,0.1,0.25,0.1,0.1,0.8,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.2,2016,SG
Jermaine Beal,PER,33,32.2,0.5,0.2,0.4,0.363,0.1,0.2,0.357,0.1,0.1,0.833,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2016,SG
Ebi Ere,ADE,28,22.4,0.5,0.2,0.4,0.398,0.1,0.2,0.348,0.1,0.1,0.683,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2016,SG
Cameron Gliddon,CRN,28,33.6,0.4,0.1,0.3,0.46,0.1,0.2,0.389,0.1,0.1,0.875,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2016,SG
Marcus Thornton,SYD,28,29.2,0.4,0.1,0.4,0.377,0.0,0.2,0.281,0.1,0.1,0.864,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2016,SG
Luke Jamieson,ILL,6,3.5,0.4,0.1,0.4,0.375,0.0,0.1,0.5,0.1,0.2,0.5,0.2,0.0,0.2,0.0,0.1,0.0,0.0,0.2,2016,SG
Cedric Jackson,NZB,33,32.1,0.4,0.1,0.4,0.393,0.0,0.1,0.303,0.1,0.1,0.516,0.0,0.2,0.2,0.2,0.0,0.0,0.1,0.1,2016,SG
Nathan Sobey,ADE,27,10.0,0.4,0.1,0.3,0.368,0.0,0.1,0.304,0.1,0.2,0.744,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.2,2016,SG
Corey Maynard,TOW,25,18.0,0.3,0.1,0.3,0.448,0.0,0.1,0.36,0.1,0.1,0.852,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2016,SG
Rhys Martin,ILL,18,27.9,0.3,0.1,0.3,0.418,0.0,0.1,0.291,0.1,0.1,0.839,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2016,SG
Owen Odigie,MEL,7,7.9,0.3,0.1,0.2,0.556,0.0,0.1,0.5,0.1,0.1,0.833,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.2,2016,SG
Adam Gibson,ADE,27,27.8,0.3,0.1,0.2,0.44,0.0,0.1,0.375,0.1,0.1,0.893,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2016,SG
Kyle Adnam,MEL,8,7.4,0.3,0.1,0.5,0.241,0.0,0.2,0.182,0.0,0.1,0.667,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,2016,SG
Rhys Carter,SYD,28,17.5,0.3,0.1,0.3,0.366,0.1,0.2,0.311,0.0,0.0,0.818,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2016,SG
Rhys Vague,PER,6,5.1,0.3,0.1,0.3,0.375,0.1,0.2,0.4,0.0,0.2,0.167,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2016,SG
Shaun Bruce,CRN,28,21.5,0.3,0.1,0.3,0.345,0.0,0.1,0.254,0.1,0.1,0.733,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2016,SG
Igor Hadziomerovic,MEL,23,11.8,0.3,0.1,0.2,0.383,0.0,0.1,0.286,0.1,0.1,0.643,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2016,SG
Greg Hire,PER,34,12.8,0.3,0.1,0.2,0.414,0.0,0.1,0.375,0.1,0.1,0.733,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1,2016,SG
Ben Dixon,PER,2,6.0,0.3,0.1,0.2,0.5,0.1,0.1,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,2016,SG
Tyson Demos,ILL,6,13.8,0.2,0.1,0.2,0.381,0.0,0.2,0.267,0.0,0.0,0.333,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.2,2016,SG
Tony Tolovae,ILL,7,4.0,0.2,0.1,0.3,0.3,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2016,SG
Steven Markovic,SYD,7,15.1,0.2,0.1,0.2,0.429,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2016,SG
Dion Prewster,SYD,28,17.1,0.2,0.1,0.2,0.406,0.0,0.1,0.268,0.0,0.0,0.833,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2016,SG
Kevin White,ILL,31,15.8,0.2,0.1,0.2,0.407,0.0,0.1,0.308,0.0,0.0,0.684,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2016,SG
Indiana Faithfull,SYD,7,13.7,0.2,0.1,0.2,0.375,0.0,0.1,0.4,0.0,0.1,0.8,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.2,2016,SG
Benjamin Knight,SYD,4,5.3,0.1,0.0,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.1,2016,SG
Sam Johns,ADE,1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,2016,SG
Jack White,CRN,2,2.7,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,2016,SG
Ashley Constable,CRN,1,1.3,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,SG
Brad Anderson,NZB,2,1.6,1.8,0.6,0.6,1.0,0.3,0.3,1.0,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,SG
Louis Timms,PER,2,0.8,1.3,0.7,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,0.0,0.0,0.0,0.7,2015,SG
Tom Howard,TOW,2,2.8,0.9,0.4,1.1,0.333,0.2,0.7,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,SG
Luke Jamieson,ILL,3,1.5,0.7,0.2,0.5,0.5,0.2,0.5,0.5,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.2,2015,SG
Jordan McRae,MEL,27,29.9,0.6,0.2,0.5,0.441,0.1,0.2,0.354,0.1,0.2,0.793,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2015,SG
Brian Conklin,TOW,28,30.0,0.6,0.2,0.4,0.507,0.0,0.0,0.333,0.2,0.2,0.755,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2015,SG
Jermaine Beal,PER,30,34.2,0.5,0.2,0.4,0.373,0.1,0.2,0.335,0.1,0.1,0.8,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2015,SG
Ben Madgen,SYD,26,32.4,0.5,0.2,0.4,0.413,0.1,0.1,0.381,0.1,0.1,0.865,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2015,SG
Cedric Jackson,NZB,32,33.0,0.4,0.2,0.4,0.378,0.0,0.1,0.281,0.1,0.1,0.593,0.0,0.1,0.2,0.2,0.1,0.0,0.1,0.1,2015,SG
Kyle Adnam,ILL,6,3.3,0.4,0.1,0.3,0.333,0.0,0.1,0.0,0.2,0.3,0.8,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,2015,SG
Daryl Corletto,MEL,28,15.9,0.4,0.1,0.3,0.405,0.1,0.2,0.389,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2015,SG
Earnest Ross,PER,18,9.0,0.4,0.1,0.4,0.322,0.0,0.1,0.286,0.1,0.1,0.682,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1,2015,SG
Rhys Carter,NZB,32,18.3,0.4,0.1,0.3,0.357,0.1,0.2,0.331,0.0,0.0,0.783,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2015,SG
Cameron Gliddon,CRN,32,31.1,0.4,0.1,0.3,0.386,0.1,0.2,0.333,0.1,0.1,0.784,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2015,SG
Mathiang Mauot Muo,PER,15,5.6,0.4,0.1,0.4,0.393,0.1,0.2,0.333,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,2015,SG
Drake U'u,PER,29,11.0,0.3,0.1,0.3,0.393,0.0,0.1,0.311,0.0,0.1,0.609,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2015,SG
Adam Gibson,ADE,30,32.3,0.3,0.1,0.3,0.386,0.0,0.1,0.25,0.1,0.1,0.817,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1,2015,SG
Nathan Sobey,CRN,10,5.3,0.3,0.1,0.3,0.429,0.1,0.1,0.75,0.0,0.0,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.1,0.1,2015,SG
Peter Crawford,ADE,29,12.0,0.3,0.1,0.3,0.363,0.1,0.2,0.329,0.0,0.0,0.727,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2015,SG
Larry Davidson,ILL,23,21.9,0.3,0.1,0.3,0.444,0.0,0.1,0.207,0.1,0.1,0.674,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.1,2015,SG
Shaun Bruce,CRN,31,14.0,0.3,0.1,0.3,0.376,0.0,0.1,0.364,0.0,0.1,0.739,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2015,SG
Greg Hire,PER,11,13.4,0.3,0.1,0.2,0.435,0.0,0.1,0.444,0.1,0.1,0.833,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2015,SG
Owen Odigie,MEL,21,8.8,0.2,0.0,0.2,0.25,0.0,0.1,0.3,0.1,0.1,0.72,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2015,SG
Corey Maynard,CRN,16,6.4,0.2,0.1,0.3,0.24,0.1,0.2,0.333,0.0,0.1,0.667,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.1,2015,SG
Kevin White,SYD,22,12.7,0.2,0.1,0.2,0.357,0.1,0.1,0.35,0.0,0.0,0.75,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2015,SG
Daniel Joyce,SYD,28,11.0,0.2,0.1,0.2,0.438,0.0,0.1,0.345,0.0,0.1,0.458,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2015,SG
Tyson Demos,ILL,21,7.6,0.2,0.1,0.3,0.233,0.0,0.1,0.136,0.0,0.1,0.375,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.2,2015,SG
Sam Johns,ADE,2,2.8,0.2,0.0,0.3,0.0,0.0,0.2,0.0,0.2,0.3,0.5,0.2,0.3,0.5,0.0,0.0,0.0,0.2,0.2,2015,SG
Dominique Cooks,ILL,8,1.7,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,2015,SG
Madol Chol,SYD,6,2.6,0.1,0.1,0.3,0.25,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.0,0.1,0.1,0.1,2015,SG
Greg Page,MEL,8,3.2,0.1,0.0,0.3,0.143,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,2015,SG
James Trustum,SYD,2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,SG
Shaun Gleeson,SYD,3,3.7,0.8,0.3,0.4,0.75,0.3,0.4,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,2014,SG
Kevin Tiggs,ILL,26,20.9,0.7,0.3,0.5,0.526,0.0,0.1,0.302,0.1,0.2,0.738,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.1,2014,SG
Chris Goulding,MEL,30,35.8,0.6,0.2,0.5,0.438,0.1,0.2,0.372,0.1,0.2,0.805,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2014,SG
Alonzo Burton,NZB,7,1.1,0.6,0.1,0.6,0.2,0.1,0.5,0.25,0.3,0.3,1.0,0.0,0.4,0.4,0.0,0.1,0.1,0.4,0.0,2014,SG
Josh Pace,TOW,23,27.8,0.5,0.2,0.4,0.498,0.0,0.0,0.1,0.1,0.1,0.805,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2014,SG
Jermaine Beal,PER,33,31.7,0.5,0.2,0.4,0.42,0.1,0.2,0.432,0.1,0.1,0.824,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2014,SG
Mustapha Farrakhan,MEL,22,20.8,0.5,0.2,0.4,0.405,0.1,0.2,0.32,0.1,0.1,0.679,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2014,SG
Ben Madgen,SYD,28,31.1,0.5,0.2,0.4,0.44,0.1,0.1,0.392,0.1,0.1,0.798,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2014,SG
Scott Kenny,TOW,15,7.8,0.5,0.2,0.4,0.409,0.1,0.3,0.333,0.1,0.1,0.636,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2014,SG
Mitchell Creek,ADE,33,16.1,0.4,0.2,0.3,0.497,0.0,0.1,0.342,0.1,0.2,0.719,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.1,2014,SG
Demetri McCamey,CRN,28,27.2,0.4,0.2,0.4,0.427,0.1,0.2,0.358,0.0,0.1,0.745,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2014,SG
Peter Crawford,TOW,24,16.4,0.4,0.1,0.4,0.362,0.1,0.2,0.316,0.0,0.1,0.9,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2014,SG
Corey Webster,NZB,28,20.1,0.4,0.2,0.4,0.421,0.0,0.1,0.346,0.0,0.0,0.654,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2014,SG
Daryl Corletto,NZB,27,18.4,0.4,0.1,0.3,0.39,0.1,0.2,0.404,0.1,0.1,0.931,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,2014,SG
Cameron Gliddon,CRN,25,30.5,0.4,0.1,0.3,0.502,0.1,0.1,0.369,0.1,0.1,0.81,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2014,SG
Rhys Carter,ADE,14,15.5,0.4,0.1,0.4,0.361,0.1,0.3,0.359,0.0,0.0,0.875,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2014,SG
James Harvey,SYD,21,19.4,0.4,0.1,0.3,0.41,0.1,0.2,0.313,0.0,0.1,0.8,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2014,SG
Adam Gibson,ADE,31,32.0,0.4,0.1,0.3,0.478,0.0,0.1,0.383,0.0,0.0,0.711,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2014,SG
Drake U'u,PER,32,6.6,0.4,0.1,0.3,0.381,0.1,0.2,0.342,0.1,0.1,0.667,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.2,2014,SG
Larry Davidson,ILL,26,23.6,0.3,0.1,0.2,0.453,0.0,0.1,0.279,0.1,0.1,0.783,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.1,2014,SG
Tyson Demos,ILL,28,19.5,0.3,0.1,0.3,0.362,0.0,0.1,0.276,0.1,0.1,0.673,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2014,SG
Greg Hire,PER,33,16.1,0.3,0.1,0.2,0.347,0.0,0.1,0.211,0.1,0.1,0.783,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.1,2014,SG
Ayinde Ubaka,MEL,7,21.7,0.3,0.1,0.3,0.318,0.0,0.1,0.316,0.0,0.0,0.75,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,2014,SG
Dominique Cooks,ILL,3,6.2,0.2,0.1,0.3,0.2,0.0,0.1,0.0,0.1,0.1,1.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,2014,SG
Shaun Bruce,CRN,21,6.8,0.2,0.1,0.2,0.294,0.0,0.1,0.063,0.0,0.1,0.556,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.2,2014,SG
Daniel Sims,ADE,5,3.1,0.1,0.1,0.4,0.143,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.2,0.1,2014,SG
Greg Page,MEL,7,5.1,0.1,0.0,0.2,0.125,0.0,0.1,0.0,0.1,0.1,0.5,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2014,SG
Kevin White,SYD,28,15.4,0.1,0.0,0.1,0.358,0.0,0.1,0.206,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2014,SG
Brooke Ruscoe,CRN,2,0.5,0.0,0.0,2.2,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,SG
Luuk Wittiveen,NZB,1,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,SG
Jarrad Prue,PER,3,4.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.8,0.2,0.1,0.0,0.0,0.1,2014,SG
Ben Madgen,SYD,31,33.5,0.5,0.2,0.5,0.442,0.0,0.1,0.306,0.1,0.1,0.857,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2013,SG
Callum Jenkins,SYD,3,1.9,0.5,0.2,0.2,1.0,0.0,0.0,0.0,0.2,0.4,0.5,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,2013,SG
Chris Goulding,MEL,26,32.9,0.5,0.2,0.4,0.399,0.1,0.2,0.331,0.1,0.1,0.819,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2013,SG
Daryl Corletto,NZB,33,21.4,0.4,0.2,0.4,0.436,0.1,0.2,0.416,0.1,0.1,0.927,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,2013,SG
C.J. Massingale,ADE,10,9.5,0.4,0.1,0.3,0.414,0.0,0.2,0.235,0.1,0.1,0.929,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2013,SG
Adam Gibson,ADE,28,32.2,0.4,0.1,0.3,0.409,0.0,0.1,0.345,0.0,0.0,0.778,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2013,SG
Aaron Grabau,CRN,23,21.2,0.4,0.1,0.2,0.5,0.1,0.1,0.529,0.0,0.1,0.793,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2013,SG
Michael Cedar,TOW,28,20.4,0.3,0.1,0.4,0.343,0.1,0.2,0.273,0.0,0.0,0.8,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2013,SG
Rhys Carter,PER,16,18.7,0.3,0.1,0.4,0.312,0.1,0.3,0.25,0.0,0.0,0.571,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.1,2013,SG
Aaron Bruce,SYD,30,29.5,0.3,0.1,0.3,0.353,0.0,0.1,0.286,0.1,0.1,0.797,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2013,SG
Mitchell Norton,TOW,28,14.8,0.3,0.1,0.2,0.402,0.0,0.1,0.303,0.1,0.1,0.643,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2013,SG
Damian Martin,PER,29,27.1,0.2,0.1,0.2,0.378,0.0,0.1,0.219,0.0,0.0,0.667,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.1,2013,SG
Greg Hire,PER,32,20.9,0.2,0.1,0.2,0.331,0.0,0.1,0.297,0.0,0.0,0.813,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.1,2013,SG
Cameron Gliddon,CRN,28,31.2,0.2,0.1,0.2,0.359,0.0,0.2,0.288,0.0,0.0,0.84,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2013,SG
Tyson Demos,ILL,23,17.6,0.2,0.1,0.2,0.292,0.0,0.1,0.309,0.0,0.1,0.68,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2013,SG
Scott Christopherson,ADE,14,14.9,0.2,0.1,0.2,0.277,0.0,0.1,0.269,0.0,0.0,0.875,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2013,SG
Shaun Bruce,CRN,17,6.0,0.2,0.0,0.1,0.333,0.0,0.0,0.6,0.1,0.1,0.5,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2013,SG
Nate Tomlinson,MEL,28,16.8,0.2,0.0,0.1,0.29,0.0,0.1,0.211,0.1,0.1,0.706,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1,2013,SG
Dillon Boucher,NZB,33,18.6,0.1,0.1,0.1,0.481,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.2,2013,SG
Kevin White,SYD,31,15.8,0.1,0.0,0.2,0.299,0.0,0.1,0.171,0.0,0.0,0.619,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2013,SG
Daniel Joyce,SYD,9,9.5,0.1,0.0,0.1,0.429,0.0,0.1,0.333,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.2,2013,SG
James Mitchell,CRN,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,SG
Kyle Armour,PER,2,3.4,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.3,2013,SG
Karl Nilsson,GCB,4,1.3,0.6,0.2,0.6,0.333,0.0,0.2,0.0,0.2,0.4,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,2012,SG
Peter Crawford,TOW,31,28.7,0.5,0.2,0.4,0.441,0.1,0.2,0.4,0.1,0.1,0.83,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2012,SG
Aaron Bruce,SYD,17,27.2,0.5,0.1,0.4,0.388,0.1,0.2,0.346,0.1,0.1,0.9,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1,2012,SG
Ayinde Ubaka,ILL,11,30.8,0.5,0.1,0.4,0.395,0.0,0.1,0.357,0.1,0.2,0.804,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2012,SG
Ben Madgen,SYD,28,28.2,0.5,0.2,0.4,0.405,0.0,0.1,0.305,0.1,0.1,0.708,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2012,SG
James Harvey,GCB,8,21.5,0.5,0.2,0.4,0.444,0.1,0.1,0.458,0.1,0.1,0.789,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,2012,SG
Andrew Warren,CRN,28,32.2,0.4,0.1,0.4,0.394,0.1,0.2,0.344,0.1,0.1,0.75,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2012,SG
Elvin Mims,TOW,31,23.7,0.4,0.2,0.4,0.487,0.0,0.0,0.25,0.0,0.1,0.727,0.1,0.2,0.2,0.0,0.1,0.0,0.0,0.1,2012,SG
Chris Goulding,GCB,27,18.4,0.4,0.1,0.3,0.42,0.1,0.2,0.329,0.1,0.1,0.775,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2012,SG
Daryl Corletto,NZB,33,25.6,0.4,0.1,0.3,0.425,0.1,0.2,0.4,0.0,0.1,0.87,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,2012,SG
Rhys Martin,ILL,28,26.9,0.4,0.1,0.3,0.463,0.0,0.1,0.329,0.1,0.1,0.727,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2012,SG
Ayinde Ubaka,MEL,18,33.0,0.4,0.1,0.3,0.404,0.1,0.1,0.37,0.1,0.1,0.877,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2012,SG
Mitchell Norton,TOW,5,6.1,0.4,0.2,0.4,0.385,0.0,0.2,0.0,0.0,0.1,0.333,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2012,SG
Tyson Demos,ILL,28,15.0,0.4,0.1,0.3,0.351,0.1,0.2,0.347,0.1,0.1,0.667,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.2,2012,SG
Michael Cedar,TOW,31,20.4,0.4,0.1,0.4,0.365,0.1,0.2,0.333,0.0,0.1,0.632,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2012,SG
Dion Prewster,NZB,12,2.9,0.3,0.1,0.4,0.357,0.1,0.3,0.222,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.2,2012,SG
Mat Campbell,ILL,26,23.6,0.3,0.1,0.3,0.411,0.1,0.2,0.402,0.0,0.1,0.839,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,2012,SG
