Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Season,Position
Larry Davidson,ILL,31,13.2,0.3,0.1,0.2,0.422,0.0,0.0,0.167,0.1,0.1,0.795,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.2,2016,PG
Jarrod Kenny,PER,34,19.0,0.2,0.1,0.2,0.419,0.0,0.1,0.367,0.0,0.0,0.7,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2016,PG
Nate Tomlinson,MEL,30,16.7,0.2,0.1,0.2,0.327,0.0,0.1,0.346,0.0,0.1,0.656,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1,2016,PG
Damian Martin,PER,24,26.4,0.2,0.1,0.2,0.426,0.0,0.1,0.352,0.0,0.0,0.4,0.0,0.1,0.2,0.1,0.1,0.0,0.1,0.1,2016,PG
Shane McDonald,NZB,22,6.2,0.2,0.1,0.3,0.231,0.0,0.1,0.188,0.1,0.1,0.8,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.2,2016,PG
Corban Wroe,PER,19,5.5,0.2,0.0,0.1,0.333,0.0,0.1,0.286,0.0,0.1,0.833,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.2,2016,PG
Chris Cedar,TOW,2,11.1,0.1,0.0,0.3,0.143,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2016,PG
Brent Wallace,TOW,1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,PG
Anthony Fisher,CRN,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2016,PG
Ben Kearins,SYD,2,1.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.6,0.0,2016,PG
Jayden Hodgson,SYD,6,4.4,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,2016,PG
Nelson Larkins,ADE,2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2016,PG
Nelson Larkins,ADE,2,1.1,1.3,0.4,0.9,0.5,0.4,0.4,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.4,0.0,2015,PG
Jamar Wilson,ADE,26,29.2,0.6,0.2,0.4,0.452,0.0,0.1,0.398,0.2,0.2,0.846,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2015,PG
Shea Ili,NZB,5,2.4,0.6,0.2,0.4,0.4,0.0,0.2,0.0,0.2,0.3,0.75,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.3,2015,PG
Jahii Carson,ILL,27,27.3,0.5,0.2,0.4,0.432,0.0,0.1,0.288,0.2,0.2,0.762,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2015,PG
Corey Webster,NZB,32,28.8,0.5,0.2,0.5,0.418,0.1,0.2,0.42,0.1,0.1,0.757,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2015,PG
Scottie Wilbekin,CRN,32,31.4,0.5,0.2,0.5,0.391,0.0,0.2,0.284,0.1,0.1,0.835,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2015,PG
Steven Markovic,TOW,28,19.7,0.5,0.2,0.4,0.414,0.1,0.2,0.37,0.1,0.1,0.868,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1,2015,PG
Gary Ervin,ILL,27,29.9,0.5,0.2,0.5,0.383,0.1,0.2,0.317,0.1,0.1,0.815,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2015,PG
Kendrick Perry,SYD,28,23.6,0.4,0.2,0.4,0.41,0.0,0.1,0.276,0.1,0.1,0.738,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2015,PG
Stephen Dennis,MEL,27,23.3,0.4,0.2,0.4,0.436,0.0,0.1,0.291,0.1,0.1,0.738,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,2015,PG
Luke Martin,PER,9,7.5,0.4,0.2,0.3,0.455,0.1,0.2,0.364,0.0,0.1,0.2,0.0,0.1,0.2,0.1,0.1,0.0,0.1,0.0,2015,PG
Mitchell Norton,TOW,28,20.7,0.4,0.1,0.3,0.41,0.0,0.1,0.314,0.1,0.1,0.677,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2015,PG
Jason Cadee,SYD,28,21.9,0.4,0.1,0.3,0.369,0.1,0.2,0.345,0.1,0.1,0.787,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2015,PG
Brendan Teys,ADE,30,22.5,0.3,0.1,0.3,0.388,0.0,0.1,0.339,0.1,0.1,0.8,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,2015,PG
Nate Tomlinson,MEL,26,21.8,0.2,0.1,0.2,0.371,0.0,0.1,0.25,0.0,0.0,0.731,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2015,PG
Mirko Djeric,TOW,28,12.5,0.2,0.1,0.2,0.306,0.1,0.2,0.286,0.0,0.0,0.778,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2015,PG
Damian Martin,PER,30,31.8,0.2,0.1,0.2,0.352,0.0,0.1,0.305,0.0,0.0,0.708,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.1,2015,PG
Tom Daly,ADE,25,4.6,0.2,0.1,0.2,0.333,0.0,0.1,0.143,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.2,2015,PG
Ben Dixon,TOW,1,1.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,2015,PG
Marco Alexander,MEL,1,1.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,PG
Ashley Constable,CRN,1,3.9,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,PG
Anthony Fisher,PER,8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,2015,PG
Rotnei Clarke,ILL,30,35.9,0.6,0.2,0.5,0.457,0.1,0.2,0.403,0.1,0.1,0.81,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,2014,PG
Jamar Wilson,CRN,26,26.5,0.5,0.2,0.4,0.5,0.0,0.1,0.263,0.2,0.2,0.837,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2014,PG
Gary Ervin,ADE,31,29.1,0.5,0.2,0.4,0.399,0.1,0.1,0.37,0.1,0.1,0.779,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2014,PG
Steven Markovic,TOW,28,25.9,0.5,0.2,0.4,0.453,0.1,0.2,0.409,0.1,0.1,0.872,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1,2014,PG
Kerron Johnson,NZB,28,27.6,0.4,0.2,0.3,0.5,0.0,0.1,0.311,0.1,0.1,0.598,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2014,PG
Charles Carmouche,SYD,20,26.4,0.4,0.1,0.4,0.376,0.1,0.2,0.392,0.1,0.1,0.667,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2014,PG
Mitchell Norton,TOW,27,19.7,0.3,0.1,0.2,0.379,0.0,0.1,0.404,0.1,0.2,0.885,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,2014,PG
Jesse Sanders,SYD,13,31.1,0.3,0.1,0.3,0.441,0.0,0.1,0.172,0.1,0.1,0.895,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,2014,PG
Jason Cadee,ADE,33,18.0,0.3,0.1,0.3,0.358,0.0,0.1,0.307,0.1,0.1,0.833,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2014,PG
C.J. Bruton,NZB,27,19.3,0.3,0.1,0.2,0.387,0.1,0.2,0.333,0.1,0.1,0.843,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2014,PG
Erik Burdon,PER,29,5.0,0.3,0.1,0.4,0.296,0.1,0.3,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2014,PG
Brendan Teys,ADE,29,12.0,0.3,0.1,0.2,0.466,0.0,0.1,0.3,0.0,0.1,0.667,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2014,PG
Adam Doyle,ADE,2,3.5,0.3,0.1,0.5,0.25,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,2014,PG
Nate Tomlinson,MEL,31,31.2,0.2,0.1,0.2,0.375,0.0,0.1,0.352,0.0,0.1,0.737,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1,2014,PG
Damian Martin,PER,33,32.3,0.2,0.1,0.2,0.444,0.0,0.1,0.421,0.0,0.0,0.614,0.0,0.1,0.2,0.1,0.1,0.0,0.1,0.1,2014,PG
Mirko Djeric,TOW,24,12.9,0.2,0.1,0.2,0.315,0.1,0.2,0.317,0.0,0.0,0.5,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,2014,PG
Jarrad Weeks,SYD,12,4.5,0.2,0.1,0.3,0.357,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,2014,PG
Kyle Adnam,ADE,2,4.7,0.2,0.1,0.4,0.25,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,2014,PG
Josh Myles,TOW,1,0.6,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,PG
Anthony Fisher,PER,1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,PG
Adris DeLeon,ILL,30,28.7,0.6,0.2,0.5,0.412,0.1,0.2,0.329,0.1,0.2,0.778,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2013,PG
Corey Webster,NZB,28,13.4,0.5,0.2,0.5,0.444,0.1,0.2,0.353,0.1,0.1,0.84,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2013,PG
Jonny Flynn,MEL,19,33.4,0.5,0.2,0.5,0.397,0.0,0.1,0.308,0.1,0.2,0.789,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1,2013,PG
Tai Webster,NZB,7,5.3,0.5,0.2,0.4,0.412,0.1,0.2,0.429,0.1,0.1,0.75,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,2013,PG
Gary Ervin,TOW,27,33.2,0.5,0.2,0.4,0.425,0.0,0.1,0.304,0.1,0.1,0.783,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2013,PG
Kevin Lisch,PER,32,31.1,0.5,0.2,0.4,0.393,0.1,0.2,0.367,0.1,0.1,0.798,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,2013,PG
Cedric Jackson,NZB,33,30.4,0.5,0.2,0.4,0.412,0.0,0.1,0.313,0.1,0.1,0.529,0.0,0.2,0.2,0.2,0.1,0.0,0.1,0.1,2013,PG
Jamar Wilson,CRN,28,34.2,0.5,0.2,0.4,0.427,0.0,0.1,0.333,0.1,0.2,0.76,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2013,PG
Alister MacDonald,MEL,3,3.7,0.4,0.1,0.4,0.2,0.0,0.1,0.0,0.3,0.5,0.5,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.2,2013,PG
Corin Henry,SYD,22,30.5,0.4,0.2,0.4,0.387,0.0,0.1,0.298,0.1,0.1,0.689,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2013,PG
Lance Hurdle,ILL,15,27.5,0.4,0.1,0.4,0.386,0.1,0.2,0.358,0.1,0.1,0.75,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2013,PG
C.J. Bruton,NZB,33,20.0,0.4,0.1,0.3,0.386,0.1,0.2,0.389,0.1,0.1,0.737,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2013,PG
Malcolm Grant,ILL,13,25.4,0.4,0.1,0.4,0.381,0.1,0.2,0.291,0.1,0.1,0.76,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,2013,PG
Kevin Braswell,MEL,5,28.4,0.3,0.1,0.4,0.315,0.0,0.2,0.167,0.1,0.1,0.923,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.1,2013,PG
Larry Davidson,ILL,26,26.9,0.3,0.1,0.3,0.43,0.0,0.1,0.333,0.1,0.1,0.727,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.1,2013,PG
Jason Cadee,ADE,28,26.2,0.3,0.1,0.3,0.394,0.0,0.1,0.298,0.0,0.1,0.582,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2013,PG
Mirko Djeric,ILL,8,11.8,0.3,0.1,0.3,0.375,0.1,0.2,0.353,0.0,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,2013,PG
Jarrad Weeks,SYD,10,6.2,0.3,0.1,0.2,0.333,0.0,0.2,0.182,0.1,0.1,0.625,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,2013,PG
Tom Daly,ADE,18,9.6,0.2,0.1,0.2,0.364,0.0,0.1,0.3,0.1,0.1,0.643,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2013,PG
Nathan Crosswell,ADE,28,13.5,0.2,0.1,0.2,0.438,0.0,0.0,0.143,0.0,0.1,0.5,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2013,PG
Chris Cedar,TOW,26,8.7,0.2,0.1,0.3,0.254,0.0,0.1,0.276,0.0,0.1,0.643,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2013,PG
Kerry Williams,CRN,24,11.3,0.2,0.1,0.2,0.296,0.0,0.1,0.241,0.0,0.0,0.5,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,2013,PG
Luke Martin,SYD,26,7.6,0.1,0.0,0.2,0.146,0.0,0.1,0.083,0.0,0.1,0.583,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2013,PG
Zac Delaney,ILL,3,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.0,2013,PG
Brendan Teys,TOW,2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,PG
Trian Iliadis,PER,1,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,2013,PG
Josh Bloxham,NZB,4,1.7,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.0,0.0,0.1,2013,PG
Zac Delaney,ILL,3,0.9,1.2,0.4,0.4,1.0,0.4,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,2012,PG
Tom Wright,SYD,2,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3,0.75,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,2012,PG
Shane McDonald,MEL,1,5.1,0.8,0.2,0.2,1.0,0.0,0.0,0.0,0.4,0.4,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,2012,PG
Adris DeLeon,GCB,28,28.8,0.6,0.2,0.5,0.414,0.1,0.2,0.368,0.1,0.1,0.795,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,2012,PG
Patty Mills,MEL,9,33.9,0.5,0.2,0.5,0.421,0.1,0.2,0.348,0.1,0.1,0.806,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,2012,PG
Jamar Wilson,CRN,27,34.2,0.5,0.2,0.4,0.464,0.0,0.1,0.276,0.1,0.2,0.796,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,2012,PG
Kevin Lisch,PER,34,33.1,0.5,0.2,0.4,0.443,0.1,0.2,0.367,0.1,0.1,0.812,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2012,PG
Eddie Gill,TOW,31,29.0,0.5,0.1,0.4,0.379,0.0,0.1,0.328,0.1,0.2,0.813,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2012,PG
C.J. Bruton,NZB,28,24.7,0.4,0.1,0.4,0.394,0.1,0.3,0.374,0.1,0.1,0.807,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2012,PG
Chris Warren,ADE,28,32.0,0.4,0.1,0.4,0.408,0.1,0.2,0.363,0.1,0.1,0.844,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2012,PG
Showron Glover,ILL,11,14.4,0.4,0.2,0.3,0.462,0.0,0.1,0.167,0.1,0.1,0.682,0.0,0.1,0.1,0.2,0.1,0.0,0.2,0.1,2012,PG
Cedric Jackson,NZB,33,31.6,0.4,0.1,0.3,0.42,0.0,0.1,0.255,0.1,0.2,0.611,0.0,0.1,0.2,0.2,0.1,0.0,0.1,0.1,2012,PG
Darren Ng,ADE,28,15.2,0.4,0.1,0.3,0.386,0.1,0.2,0.358,0.0,0.1,0.909,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2012,PG
Larry Davidson,ILL,25,22.3,0.4,0.2,0.3,0.491,0.0,0.1,0.294,0.1,0.1,0.778,0.1,0.2,0.2,0.0,0.0,0.0,0.1,0.1,2012,PG
Adam Gibson,GCB,30,31.5,0.4,0.1,0.3,0.414,0.0,0.1,0.328,0.0,0.1,0.755,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2012,PG
Chris Cedar,TOW,31,13.3,0.3,0.1,0.3,0.382,0.0,0.1,0.279,0.1,0.1,0.744,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2012,PG
Nathan Crosswell,ADE,9,22.5,0.3,0.1,0.2,0.458,0.0,0.0,0.0,0.1,0.2,0.714,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1,2012,PG
Myron Allen,MEL,9,31.6,0.3,0.1,0.3,0.405,0.0,0.1,0.273,0.1,0.1,0.75,0.0,0.2,0.2,0.2,0.0,0.0,0.1,0.1,2012,PG
Luke Martin,SYD,28,17.5,0.3,0.1,0.3,0.433,0.0,0.1,0.313,0.0,0.0,0.667,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2012,PG
Tom Daly,ADE,12,6.0,0.3,0.1,0.2,0.438,0.0,0.1,0.333,0.1,0.2,0.455,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2012,PG
Jason Cadee,GCB,31,17.7,0.3,0.1,0.3,0.387,0.0,0.1,0.365,0.0,0.1,0.576,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2012,PG
Deba George,CRN,16,7.7,0.3,0.1,0.4,0.224,0.1,0.3,0.222,0.0,0.0,0.75,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2012,PG
Josh Bloxham,NZB,17,6.2,0.3,0.1,0.2,0.269,0.0,0.2,0.278,0.1,0.1,1.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2012,PG
Damian Martin,PER,26,29.2,0.2,0.1,0.3,0.374,0.0,0.1,0.234,0.0,0.1,0.667,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.1,2012,PG
Kerry Williams,CRN,28,12.5,0.2,0.1,0.3,0.315,0.0,0.1,0.25,0.0,0.0,0.417,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,2012,PG
Brendan Teys,GCB,16,7.0,0.2,0.1,0.2,0.375,0.0,0.1,0.167,0.0,0.0,0.5,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.1,2012,PG
Luke Cooper,SYD,28,17.4,0.2,0.1,0.2,0.318,0.0,0.1,0.209,0.1,0.1,0.622,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2012,PG
Josh Wilcher,MEL,2,8.7,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2012,PG
Mitch Philp,CRN,2,1.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.7,0.0,2012,PG
Gabe Hadley,CRN,1,3.1,1.0,0.3,0.3,1.0,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2023,SG
Barry Brown Jr.,NZB,28,26.5,0.8,0.3,0.6,0.448,0.1,0.2,0.336,0.1,0.2,0.723,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2023,SG
Milton Doyle,JACK,31,29.5,0.6,0.2,0.5,0.441,0.1,0.2,0.327,0.1,0.1,0.876,0.0,0.1,0.2,0.1,0.1,0.0,0.1,0.1,2023,SG
Tyler Harvey,ILL,27,33.5,0.6,0.2,0.5,0.393,0.1,0.3,0.38,0.1,0.1,0.8,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2023,SG
Tyler Johnson,BRI,24,28.5,0.5,0.2,0.4,0.486,0.1,0.1,0.356,0.1,0.1,0.785,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2023,SG
Tahjere McCall,CRN,25,30.6,0.5,0.2,0.4,0.428,0.0,0.1,0.224,0.1,0.2,0.648,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.1,2023,SG
Chris Goulding,MEL,26,33.3,0.5,0.2,0.4,0.429,0.1,0.3,0.384,0.1,0.1,0.892,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2023,SG
Dejan Vasiljevic,SYD,36,26.5,0.5,0.2,0.4,0.412,0.1,0.2,0.363,0.1,0.1,0.836,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2023,SG
Trey Kell,SEM,24,28.9,0.4,0.1,0.4,0.38,0.1,0.2,0.355,0.1,0.1,0.785,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2023,SG
Angus Glover,SYD,31,16.6,0.4,0.1,0.3,0.527,0.1,0.2,0.432,0.1,0.1,0.771,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2023,SG
Kyle Adnam,SEM,27,20.2,0.4,0.1,0.4,0.342,0.1,0.2,0.311,0.1,0.1,0.859,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2023,SG
Michael Harris,PER,17,8.8,0.4,0.1,0.3,0.431,0.1,0.2,0.4,0.0,0.0,0.571,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2023,SG
Samuel McDaniel,JACK,14,11.7,0.4,0.1,0.3,0.477,0.0,0.1,0.231,0.1,0.1,0.824,0.0,0.1,0.2,0.0,0.1,0.0,0.1,0.1,2023,SG
Tai Webster,PER,8,18.4,0.4,0.1,0.4,0.367,0.0,0.1,0.333,0.0,0.1,0.545,0.1,0.1,0.1,0.2,0.0,0.0,0.1,0.2,2023,SG
Rayan Rupert,NZB,28,17.3,0.4,0.1,0.3,0.35,0.0,0.1,0.234,0.1,0.1,0.709,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2023,SG
Cameron Gliddon,NZB,35,11.3,0.3,0.1,0.3,0.443,0.1,0.2,0.435,0.0,0.0,0.7,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,2023,SG
Jonah Antonio,CRN,26,8.8,0.3,0.1,0.3,0.355,0.1,0.3,0.328,0.0,0.0,0.8,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,2023,SG
Malcolm Bernard,SEM,3,15.0,0.3,0.1,0.3,0.462,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.1,0.1,2023,SG
Sean MacDonald,JACK,32,21.1,0.3,0.1,0.3,0.405,0.1,0.2,0.364,0.0,0.0,0.611,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2023,SG
Zac Triplett,MEL,9,3.6,0.3,0.1,0.3,0.3,0.1,0.3,0.3,0.0,0.1,0.5,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.2,2023,SG
Daniel Grida,ILL,14,17.3,0.3,0.1,0.3,0.444,0.0,0.1,0.261,0.0,0.1,0.714,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.1,2023,SG
Mitchell Norton,PER,28,17.7,0.3,0.1,0.2,0.416,0.0,0.1,0.225,0.1,0.1,0.796,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2023,SG
Junior Madut,SEM,28,15.1,0.3,0.1,0.3,0.395,0.0,0.1,0.273,0.0,0.0,0.429,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,2023,SG
Shaun Bruce,SYD,36,16.2,0.3,0.1,0.2,0.391,0.1,0.2,0.352,0.0,0.0,0.696,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2023,SG
Koen Sapwell,BRI,3,2.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,SG
Lat Mayen,CRN,16,11.7,0.2,0.1,0.3,0.34,0.0,0.2,0.281,0.0,0.0,1.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.0,2023,SG
Rasmus Bach,BRI,18,13.6,0.2,0.1,0.2,0.353,0.0,0.1,0.136,0.1,0.1,0.783,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.1,2023,SG
Kody Stattmann,BRI,18,7.2,0.2,0.1,0.2,0.333,0.0,0.1,0.25,0.0,0.1,0.857,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,2023,SG
Mirko Djeric,CRN,15,10.4,0.2,0.0,0.1,0.333,0.0,0.1,0.235,0.1,0.1,0.667,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,2023,SG
Joshua Duach,MEL,4,2.1,0.1,0.0,0.4,0.0,0.0,0.1,0.0,0.1,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2023,SG
Kevin White,ILL,5,5.2,0.1,0.0,0.1,0.333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.2,2023,SG
Josh Adams,JACK,34,27.7,0.6,0.2,0.5,0.41,0.1,0.2,0.339,0.1,0.2,0.789,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2022,SG
Ian Clark,SYD,16,24.1,0.6,0.2,0.4,0.465,0.1,0.2,0.427,0.1,0.1,0.848,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1,2022,SG
Koen Sapwell,SEM,2,1.9,0.5,0.3,0.8,0.333,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,2022,SG
