Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,Season,Position
Brendan Teys,ADE,26,311.7,95,38,79,0.476,11,32,0.333,9,12,0.75,6,23,29,14,2,1,15,23,2016,PG
Shea Ili,NZB,21,120.5,34,11,33,0.333,4,17,0.235,8,12,0.667,12,13,25,12,3,0,8,19,2016,PG
Damon Heuir,CRN,21,91.0,31,12,23,0.5,6,9,0.667,2,3,0.667,7,7,15,4,4,1,2,16,2016,PG
Shane McDonald,NZB,22,136.6,28,9,38,0.231,3,16,0.188,8,10,0.8,4,16,20,13,2,0,14,22,2016,PG
Corban Wroe,PER,19,104.6,17,5,15,0.333,2,7,0.286,5,6,0.833,1,6,7,15,2,0,6,16,2016,PG
Emmanuel Golong,MEL,3,45.7,14,4,9,0.444,2,5,0.4,4,6,0.667,1,2,3,2,0,0,5,0,2016,PG
Kenyon McNeaill,ADE,3,34.9,12,4,13,0.308,2,8,0.25,2,2,1.0,1,1,2,1,1,0,2,6,2016,PG
Chris Cedar,TOW,2,22.1,3,1,8,0.143,1,5,0.2,0,0,0.0,0,1,1,1,0,0,0,4,2016,PG
Brent Wallace,TOW,1,2.2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2016,PG
Anthony Fisher,CRN,2,2.1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2016,PG
Ben Kearins,SYD,2,3.4,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,2,0,2016,PG
Jayden Hodgson,SYD,6,26.4,0,0,2,0.0,0,2,0.0,0,0,0.0,0,2,2,3,3,0,0,3,2016,PG
Nelson Larkins,ADE,2,0.7,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2016,PG
Scottie Wilbekin,CRN,32,1004.1,514,185,472,0.391,49,171,0.284,96,115,0.835,39,84,123,145,37,3,58,77,2015,PG
Jamar Wilson,ADE,26,759.2,486,153,340,0.452,35,87,0.398,144,170,0.846,33,88,121,76,13,0,63,66,2015,PG
Corey Webster,NZB,32,922.1,483,179,428,0.418,70,166,0.42,55,73,0.757,9,68,77,54,31,10,40,79,2015,PG
Jahii Carson,ILL,27,737.3,401,137,317,0.432,15,53,0.288,112,146,0.762,17,52,70,67,23,1,71,75,2015,PG
Gary Ervin,ILL,27,808.2,392,142,370,0.383,41,129,0.317,68,83,0.815,24,62,85,99,25,2,63,51,2015,PG
Kendrick Perry,SYD,28,661.3,291,103,250,0.41,27,98,0.276,59,80,0.738,20,82,102,66,30,9,48,81,2015,PG
Steven Markovic,TOW,28,551.0,276,93,226,0.414,44,118,0.37,46,53,0.868,11,51,62,119,17,1,72,41,2015,PG
Stephen Dennis,MEL,27,629.8,264,101,231,0.436,16,54,0.291,47,64,0.738,17,71,88,88,34,4,62,52,2015,PG
Jason Cadee,SYD,28,613.4,225,69,186,0.369,40,116,0.345,48,61,0.787,7,60,67,58,10,1,33,51,2015,PG
Mitchell Norton,TOW,28,579.1,219,77,187,0.41,22,70,0.314,44,65,0.677,15,41,56,81,9,0,66,68,2015,PG
Brendan Teys,ADE,30,674.7,203,71,184,0.388,20,58,0.339,41,52,0.8,16,33,49,42,12,5,37,56,2015,PG
Damian Martin,PER,30,954.2,174,65,185,0.352,26,85,0.305,18,25,0.708,53,119,172,125,78,5,52,81,2015,PG
Nate Tomlinson,MEL,26,567.6,127,45,121,0.371,19,74,0.25,19,25,0.731,10,50,60,79,12,0,42,54,2015,PG
Mirko Djeric,TOW,28,350.0,77,26,84,0.306,18,63,0.286,7,9,0.778,6,31,37,18,9,1,18,23,2015,PG
Luke Martin,PER,9,67.4,26,10,23,0.455,4,12,0.364,1,5,0.2,2,9,12,6,6,0,8,3,2015,PG
Tom Daly,ADE,25,115.3,18,8,25,0.333,1,7,0.143,0,5,0.0,1,10,11,11,1,0,7,22,2015,PG
Shea Ili,NZB,5,11.9,7,2,5,0.4,0,2,0.0,3,4,0.75,0,0,0,1,0,0,1,4,2015,PG
Nelson Larkins,ADE,2,2.1,3,1,2,0.5,1,1,1.0,0,0,0.0,0,1,1,0,0,0,1,0,2015,PG
Ben Dixon,TOW,1,1.3,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,2015,PG
Marco Alexander,MEL,1,1.3,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2015,PG
Ashley Constable,CRN,1,3.9,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2015,PG
Anthony Fisher,PER,8,9.9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2,1,0,0,0,2015,PG
Rotnei Clarke,ILL,30,1075.8,667,233,510,0.457,100,249,0.403,99,122,0.81,9,53,62,109,16,0,76,40,2014,PG
Gary Ervin,ADE,31,902.1,467,159,397,0.399,47,127,0.37,103,132,0.779,21,86,107,133,36,3,63,59,2014,PG
Steven Markovic,TOW,28,725.4,371,125,275,0.453,54,131,0.409,67,77,0.872,12,40,52,128,20,1,60,81,2014,PG
Jamar Wilson,CRN,26,688.1,370,127,255,0.5,10,39,0.263,105,125,0.837,35,68,103,67,17,5,73,59,2014,PG
Kerron Johnson,NZB,28,772.8,344,125,249,0.5,22,72,0.311,68,114,0.598,15,62,77,116,33,3,58,92,2014,PG
Damian Martin,PER,33,1066.2,257,94,212,0.444,41,97,0.421,28,45,0.614,52,108,160,138,76,17,55,82,2014,PG
Nate Tomlinson,MEL,31,968.1,239,76,203,0.375,44,124,0.352,43,58,0.737,13,94,107,168,20,3,56,86,2014,PG
Charles Carmouche,SYD,20,527.1,231,77,204,0.376,40,101,0.392,38,57,0.667,8,53,61,25,19,7,32,61,2014,PG
Jason Cadee,ADE,33,594.8,188,60,168,0.358,25,83,0.307,42,51,0.833,16,49,65,77,8,2,34,49,2014,PG
Mitchell Norton,TOW,27,530.9,184,44,115,0.379,21,51,0.404,76,86,0.885,11,26,37,69,8,0,32,38,2014,PG
C.J. Bruton,NZB,27,522.0,161,45,116,0.387,27,82,0.333,42,50,0.843,5,28,33,57,19,1,18,47,2014,PG
Jesse Sanders,SYD,13,404.5,134,48,109,0.441,5,28,0.172,33,37,0.895,24,35,60,44,23,1,27,32,2014,PG
Brendan Teys,ADE,29,348.5,99,38,83,0.466,8,28,0.3,13,20,0.667,18,19,37,17,12,0,8,39,2014,PG
Mirko Djeric,TOW,24,308.9,66,23,73,0.315,19,60,0.317,1,2,0.5,2,15,17,20,5,1,8,20,2014,PG
Erik Burdon,PER,29,145.8,44,16,55,0.296,11,38,0.297,0,0,0.0,2,4,6,3,1,1,5,15,2014,PG
Jarrad Weeks,SYD,12,54.4,11,5,14,0.357,1,5,0.2,0,3,0.0,0,5,5,5,3,3,6,10,2014,PG
Kyle Adnam,ADE,2,9.4,2,1,4,0.25,0,1,0.0,0,0,0.0,0,0,0,1,0,0,1,0,2014,PG
Adam Doyle,ADE,2,7.1,2,1,4,0.25,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,0,2014,PG
Josh Myles,TOW,1,0.6,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2014,PG
Anthony Fisher,PER,1,0.8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2014,PG
Adris DeLeon,ILL,30,861.8,514,170,412,0.412,50,153,0.329,125,160,0.778,31,81,112,96,41,3,86,58,2013,PG
Kevin Lisch,PER,32,996.4,486,168,426,0.393,66,180,0.367,87,109,0.798,26,64,90,95,33,7,75,49,2013,PG
Cedric Jackson,NZB,33,1004.1,463,178,432,0.412,40,128,0.313,70,133,0.529,37,154,192,220,89,5,95,89,2013,PG
Gary Ervin,TOW,27,895.2,446,154,363,0.425,37,123,0.304,99,127,0.783,14,86,99,117,29,1,75,58,2013,PG
Jamar Wilson,CRN,28,958.2,437,152,356,0.427,19,58,0.333,113,149,0.76,51,84,135,100,15,0,83,72,2013,PG
Jonny Flynn,MEL,19,634.1,337,115,291,0.397,20,65,0.308,86,109,0.789,11,62,73,110,12,7,78,37,2013,PG
Corin Henry,SYD,22,671.7,288,105,271,0.387,28,93,0.298,51,73,0.689,12,72,84,63,25,3,53,54,2013,PG
C.J. Bruton,NZB,33,660.4,263,74,193,0.386,50,128,0.389,68,93,0.737,13,46,59,42,22,2,41,45,2013,PG
Larry Davidson,ILL,26,700.6,236,90,209,0.43,15,44,0.333,42,57,0.727,54,124,178,40,11,16,34,64,2013,PG
Jason Cadee,ADE,28,732.7,206,75,190,0.394,25,83,0.298,32,54,0.582,15,45,60,70,14,5,34,48,2013,PG
Corey Webster,NZB,28,375.8,205,82,184,0.444,23,66,0.353,20,24,0.84,17,19,36,31,9,4,25,33,2013,PG
Lance Hurdle,ILL,15,413.1,176,62,160,0.386,25,70,0.358,28,38,0.75,5,34,40,22,14,3,18,26,2013,PG
Malcolm Grant,ILL,13,330.4,131,47,124,0.381,17,58,0.291,20,26,0.76,0,25,25,31,4,1,32,15,2013,PG
Nathan Crosswell,ADE,28,378.9,86,34,79,0.438,1,7,0.143,16,32,0.5,8,24,32,46,9,2,36,38,2013,PG
Kevin Braswell,MEL,5,142.2,48,16,52,0.315,4,23,0.167,12,13,0.923,1,12,13,25,12,0,14,14,2013,PG
Chris Cedar,TOW,26,226.0,47,15,59,0.254,8,29,0.276,9,14,0.643,11,21,32,18,3,1,7,34,2013,PG
Kerry Williams,CRN,24,271.2,43,16,55,0.296,7,30,0.241,3,6,0.5,3,26,29,28,19,1,25,36,2013,PG
Tom Daly,ADE,18,173.4,43,16,43,0.364,3,10,0.3,9,14,0.643,8,11,19,17,7,2,5,21,2013,PG
Mirko Djeric,ILL,8,94.8,26,9,25,0.375,6,18,0.353,1,2,0.5,1,1,2,6,1,0,5,5,2013,PG
Luke Martin,SYD,26,198.4,21,6,40,0.146,2,24,0.083,7,12,0.583,2,13,15,21,10,0,14,26,2013,PG
Tai Webster,NZB,7,37.3,20,7,17,0.412,3,7,0.429,3,4,0.75,3,2,5,4,0,2,5,4,2013,PG
Jarrad Weeks,SYD,10,62.2,17,5,15,0.333,2,11,0.182,5,8,0.625,0,1,1,3,6,1,4,5,2013,PG
Alister MacDonald,MEL,3,11.2,5,1,5,0.2,0,1,0.0,3,6,0.5,0,0,0,1,1,0,0,2,2013,PG
Zac Delaney,ILL,3,5.1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,3,0,2013,PG
Brendan Teys,TOW,2,1.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,2013,PG
Trian Iliadis,PER,1,2.6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,2013,PG
Josh Bloxham,NZB,4,6.9,0,0,3,0.0,0,2,0.0,0,0,0.0,0,1,1,2,2,0,0,1,2013,PG
Kevin Lisch,PER,34,1124.6,570,183,414,0.443,70,190,0.367,134,165,0.812,29,93,122,105,37,8,79,70,2012,PG
Jamar Wilson,CRN,27,922.3,483,173,372,0.464,17,60,0.276,121,152,0.796,39,109,148,85,16,3,89,61,2012,PG
Adris DeLeon,GCB,28,805.3,454,155,374,0.414,52,141,0.368,95,119,0.795,32,86,118,87,43,4,78,65,2012,PG
Cedric Jackson,NZB,33,1042.7,424,150,357,0.42,25,99,0.255,100,163,0.611,43,137,180,214,75,9,108,84,2012,PG
Eddie Gill,TOW,31,898.4,408,120,318,0.379,40,123,0.328,128,158,0.813,15,82,97,116,42,3,90,92,2012,PG
Chris Warren,ADE,28,896.5,391,134,329,0.408,69,192,0.363,54,64,0.844,12,53,65,88,21,5,81,65,2012,PG
Adam Gibson,GCB,30,945.1,334,127,307,0.414,41,125,0.328,39,52,0.755,25,97,122,137,32,0,61,83,2012,PG
C.J. Bruton,NZB,28,692.8,306,102,260,0.394,67,180,0.374,46,57,0.807,18,35,53,51,17,1,29,52,2012,PG
Larry Davidson,ILL,25,558.6,218,85,174,0.491,11,36,0.294,37,47,0.778,41,85,126,15,6,6,28,72,2012,PG
Damian Martin,PER,26,760.3,190,72,192,0.374,15,63,0.234,26,38,0.667,50,93,143,88,52,22,39,65,2012,PG
Darren Ng,ADE,28,424.8,169,56,144,0.386,34,94,0.358,20,22,0.909,13,34,47,20,17,4,20,43,2012,PG
Patty Mills,MEL,9,305.1,166,59,139,0.421,24,68,0.348,25,31,0.806,3,18,21,45,7,1,22,14,2012,PG
Jason Cadee,GCB,31,547.5,159,59,152,0.387,23,62,0.365,19,32,0.576,19,41,60,60,14,3,24,39,2012,PG
Luke Martin,SYD,28,489.5,149,57,131,0.433,20,63,0.313,16,23,0.667,2,37,39,68,11,3,51,62,2012,PG
Chris Cedar,TOW,31,411.4,142,49,129,0.382,17,60,0.279,29,39,0.744,11,29,39,38,13,1,32,52,2012,PG
Myron Allen,MEL,9,284.0,91,35,86,0.405,6,22,0.273,15,20,0.75,10,44,54,57,10,2,41,30,2012,PG
Luke Cooper,SYD,28,487.3,91,27,86,0.318,9,42,0.209,27,44,0.622,11,29,40,55,20,0,37,47,2012,PG
Kerry Williams,CRN,28,349.1,73,30,96,0.315,9,37,0.25,5,12,0.417,14,25,38,27,25,2,25,38,2012,PG
Showron Glover,ILL,11,158.3,66,25,53,0.462,2,12,0.167,15,22,0.682,3,10,13,29,12,0,28,14,2012,PG
Nathan Crosswell,ADE,9,202.1,66,21,46,0.458,0,0,0.0,24,34,0.714,2,15,17,40,5,0,19,27,2012,PG
Deba George,CRN,16,122.7,35,12,52,0.224,8,38,0.222,3,4,0.75,3,8,12,8,3,0,16,17,2012,PG
Josh Bloxham,NZB,17,105.8,27,7,26,0.269,5,18,0.278,8,8,1.0,5,6,11,4,2,0,11,11,2012,PG
Brendan Teys,GCB,16,112.5,22,9,24,0.375,2,12,0.167,2,4,0.5,6,13,19,2,2,0,8,9,2012,PG
Tom Daly,ADE,12,71.6,21,7,16,0.438,2,6,0.333,5,11,0.455,3,5,8,7,3,0,8,8,2012,PG
Shane McDonald,MEL,1,5.1,4,1,1,1.0,0,0,0.0,2,2,1.0,0,0,0,1,0,0,2,0,2012,PG
Tom Wright,SYD,2,2.9,3,0,0,0.0,0,0,0.0,3,4,0.75,0,1,1,0,0,0,0,0,2012,PG
Zac Delaney,ILL,3,2.7,3,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,1,0,2012,PG
Josh Wilcher,MEL,2,17.4,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,2,0,0,1,1,2012,PG
Mitch Philp,CRN,2,2.9,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,2,0,2012,PG
Barry Brown Jr.,NZB,28,743.4,558,198,442,0.448,52,156,0.336,110,152,0.723,16,65,81,71,36,1,63,72,2023,SG
Milton Doyle,JACK,31,914.9,554,197,448,0.441,71,216,0.327,88,101,0.876,28,132,160,120,54,6,92,93,2023,SG
Tyler Harvey,ILL,27,905.2,511,182,463,0.393,87,229,0.38,60,75,0.8,11,52,63,51,41,2,61,68,2023,SG
Dejan Vasiljevic,SYD,36,954.9,468,167,406,0.412,79,217,0.363,55,65,0.836,17,133,150,61,13,0,41,58,2023,SG
Chris Goulding,MEL,26,864.6,445,147,343,0.429,92,239,0.384,58,66,0.892,11,49,61,56,20,3,50,63,2023,SG
Tahjere McCall,CRN,25,765.9,397,140,328,0.428,15,66,0.224,101,156,0.648,46,92,138,100,49,6,77,83,2023,SG
Tyler Johnson,BRI,24,684.9,376,134,276,0.486,36,102,0.356,72,92,0.785,12,71,83,66,29,8,47,48,2023,SG
Trey Kell,SEM,24,693.3,300,103,271,0.38,43,121,0.355,51,65,0.785,22,69,91,68,20,7,36,62,2023,SG
Kyle Adnam,SEM,27,545.6,227,66,193,0.342,28,90,0.311,67,78,0.859,6,31,37,71,10,0,45,62,2023,SG
Angus Glover,SYD,31,513.5,216,76,145,0.527,37,86,0.432,26,34,0.771,19,72,91,38,17,2,19,37,2023,SG
Sean MacDonald,JACK,32,674.2,209,80,197,0.405,37,103,0.364,11,19,0.611,20,47,66,49,17,0,30,57,2023,SG
Rayan Rupert,NZB,28,483.9,173,58,167,0.35,16,67,0.234,41,57,0.709,15,48,63,26,21,5,31,55,2023,SG
Shaun Bruce,SYD,36,581.4,153,51,129,0.391,36,102,0.352,16,22,0.696,15,58,73,76,10,2,36,55,2023,SG
Mitchell Norton,PER,28,495.2,142,47,113,0.416,9,40,0.225,39,49,0.796,20,28,48,52,17,0,30,59,2023,SG
Cameron Gliddon,NZB,35,397.1,137,44,100,0.443,41,95,0.435,7,10,0.7,8,41,49,15,14,7,8,43,2023,SG
Junior Madut,SEM,28,422.7,111,45,114,0.395,15,55,0.273,6,14,0.429,25,40,65,22,10,4,16,48,2023,SG
Jonah Antonio,CRN,26,229.4,77,27,75,0.355,20,60,0.328,4,5,0.8,14,23,36,3,6,7,5,19,2023,SG
Daniel Grida,ILL,14,241.5,72,28,63,0.444,6,23,0.261,10,14,0.714,15,39,54,6,10,4,8,24,2023,SG
Samuel McDaniel,JACK,14,164.4,61,22,46,0.477,3,14,0.231,15,18,0.824,5,24,29,6,10,0,10,19,2023,SG
Michael Harris,PER,17,149.5,59,22,50,0.431,12,30,0.4,4,7,0.571,8,21,29,8,6,0,7,17,2023,SG
Rasmus Bach,BRI,18,244.1,56,18,50,0.353,3,22,0.136,18,23,0.783,6,25,30,12,19,0,15,27,2023,SG
Tai Webster,PER,8,147.3,55,21,58,0.367,6,18,0.333,6,11,0.545,9,11,19,22,5,0,11,25,2023,SG
Lat Mayen,CRN,16,187.6,47,17,50,0.34,9,32,0.281,4,4,1.0,8,28,36,2,5,1,12,9,2023,SG
Kody Stattmann,BRI,18,129.5,29,10,29,0.333,3,12,0.25,6,7,0.857,3,7,10,6,2,1,8,7,2023,SG
Mirko Djeric,CRN,15,156.5,26,7,21,0.333,4,17,0.235,8,12,0.667,4,15,19,10,4,0,6,13,2023,SG
Malcolm Bernard,SEM,3,44.9,14,6,13,0.462,2,4,0.5,0,0,0.0,2,5,7,1,3,0,5,3,2023,SG
Zac Triplett,MEL,9,32.3,10,3,10,0.3,3,10,0.3,1,2,0.5,1,3,4,2,1,0,1,5,2023,SG
Gabe Hadley,CRN,1,3.1,3,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,1,2023,SG
Kevin White,ILL,5,26.1,3,1,3,0.333,1,1,1.0,0,0,0.0,0,3,3,2,0,0,3,4,2023,SG
Koen Sapwell,BRI,3,7.4,2,0,2,0.0,0,0,0.0,2,2,1.0,0,0,0,0,0,0,0,0,2023,SG
Joshua Duach,MEL,4,8.5,1,0,3,0.0,0,1,0.0,1,2,0.5,0,0,0,0,0,0,1,1,2023,SG
Josh Adams,JACK,34,942.8,610,210,512,0.41,76,224,0.339,115,146,0.789,15,103,118,69,34,5,67,86,2022,SG
Antonius Cleveland,ILL,30,881.2,426,164,348,0.471,15,69,0.217,83,115,0.722,56,135,191,63,54,32,42,87,2022,SG
Chris Goulding,MEL,28,801.1,412,134,346,0.388,89,254,0.349,54,66,0.824,8,54,61,50,20,4,35,57,2022,SG
Dejan Vasiljevic,SYD,31,774.7,379,132,320,0.412,62,175,0.356,52,62,0.841,8,76,84,44,10,6,28,41,2022,SG
Hugo Besson,NZB,25,684.6,358,120,311,0.386,49,160,0.308,68,85,0.795,13,88,102,59,15,1,46,70,2022,SG
Tahjere McCall,CRN,22,688.9,351,128,310,0.412,23,88,0.258,72,111,0.652,30,94,124,119,45,9,77,67,2022,SG
Xavier Rathan-Mayes,ILL,30,714.8,311,129,302,0.427,20,92,0.217,33,52,0.635,20,112,132,119,28,6,68,63,2022,SG
Sunday Dech,ADE,23,698.1,288,101,271,0.372,43,129,0.331,44,66,0.662,32,67,99,53,22,4,28,50,2022,SG
Jason Cadee,BRI,28,834.7,287,93,224,0.414,51,137,0.374,50,60,0.836,18,44,62,135,24,1,63,59,2022,SG
Shea Ili,MEL,31,731.7,263,84,189,0.443,32,78,0.413,63,83,0.765,34,53,87,112,42,2,53,62,2022,SG
Izayah Mauriohooho Le'Afa,SEM,26,742.8,229,78,219,0.355,49,144,0.34,25,29,0.862,15,57,72,56,21,4,29,58,2022,SG
Ian Clark,SYD,16,385.4,221,79,170,0.465,35,81,0.427,28,33,0.848,6,31,37,33,11,2,31,31,2022,SG
Ousmane Dieng,NZB,23,479.1,210,82,207,0.398,27,99,0.271,19,28,0.667,11,63,74,24,14,7,33,35,2022,SG
Anthony Drmic,BRI,26,561.2,191,73,176,0.416,27,88,0.303,18,37,0.486,25,60,85,45,14,3,20,59,2022,SG
Mitchell Norton,PER,18,428.5,172,59,117,0.5,14,40,0.35,41,56,0.732,19,25,44,64,9,3,20,37,2022,SG
Angus Glover,SYD,30,583.3,157,57,133,0.43,25,75,0.329,19,29,0.633,14,75,88,50,15,7,27,40,2022,SG
Tanner Krebs,BRI,28,388.7,120,47,118,0.4,17,54,0.309,9,15,0.6,8,48,56,18,10,4,26,38,2022,SG
Cameron Gliddon,SEM,22,369.6,104,36,89,0.404,28,76,0.368,4,5,0.8,3,51,54,20,15,3,6,26,2022,SG
Shaun Bruce,SYD,27,518.4,100,36,122,0.296,14,62,0.222,14,16,0.875,4,51,55,65,10,1,31,51,2022,SG
Mojave King,ADE,26,259.6,97,35,92,0.378,16,47,0.348,11,18,0.611,9,19,29,19,8,5,16,18,2022,SG
Tom Digbeu,BRI,19,233.5,86,29,62,0.46,5,13,0.385,24,33,0.727,7,22,29,21,9,5,18,23,2022,SG
Kevin White,PER,21,277.4,67,22,65,0.338,16,52,0.308,7,8,0.875,5,20,25,37,6,0,19,31,2022,SG
Rasmus Bach,NZB,18,260.5,53,17,44,0.395,13,36,0.371,5,6,0.833,7,25,32,10,4,0,7,31,2022,SG
Yudai Baba,MEL,10,180.6,39,14,45,0.311,4,25,0.16,7,8,0.875,3,12,15,7,3,2,11,13,2022,SG
Marshall Nelson,CRN,10,89.1,33,12,34,0.353,6,21,0.286,3,6,0.5,1,9,10,10,1,1,5,12,2022,SG
Mirko Djeric,CRN,9,158.9,32,11,43,0.25,11,39,0.275,0,0,0.0,1,10,11,12,1,1,7,11,2022,SG
William Hickey,MEL,7,12.8,7,2,7,0.286,1,3,0.333,2,2,1.0,1,2,3,1,0,0,3,1,2022,SG
Sean MacDonald,JACK,8,29.0,4,2,7,0.286,0,3,0.0,0,0,0.0,0,4,4,4,1,0,2,2,2022,SG
Jack Purchase,PER,10,33.7,3,1,9,0.111,1,9,0.111,0,0,0.0,1,3,4,0,0,0,1,4,2022,SG
Koen Sapwell,SEM,2,3.8,2,1,3,0.333,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,1,2022,SG
Nikita Mikhailovskii,JACK,2,6.4,2,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,1,0,0,2,2,2022,SG
Mitch Clarke,PER,4,7.0,0,0,3,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,2,3,2022,SG
Bryce Cotton,PER,32,1135.9,773,249,613,0.407,89,278,0.319,186,207,0.9,19,74,93,187,47,2,58,40,2021,SG
Tyler Harvey,ILL,37,1203.9,737,258,621,0.416,124,326,0.379,97,119,0.815,15,120,135,112,55,4,79,70,2021,SG
Chris Goulding,MEL,36,980.1,557,182,451,0.405,121,315,0.386,71,79,0.9,14,78,92,73,33,8,44,62,2021,SG
Tai Webster,NZB,29,907.9,503,190,462,0.411,59,155,0.379,65,113,0.577,26,116,142,143,36,6,100,92,2021,SG
Cameron Gliddon,SEM,35,998.5,366,123,285,0.43,85,218,0.388,36,41,0.878,14,116,130,59,52,9,34,60,2021,SG
Jason Cadee,BRI,36,975.8,332,106,288,0.366,68,206,0.329,53,64,0.833,7,75,81,137,33,1,38,53,2021,SG
Dejan Vasiljevic,SYD,21,581.3,320,117,251,0.465,48,117,0.415,39,45,0.848,9,65,74,38,11,3,16,29,2021,SG
Sunday Dech,ADE,36,1127.4,313,116,300,0.388,49,148,0.333,31,43,0.721,38,108,147,75,36,4,51,87,2021,SG
Mirko Djeric,CRN,34,802.6,299,96,255,0.378,67,193,0.347,39,46,0.844,10,67,77,73,9,5,41,38,2021,SG
Yudai Baba,MEL,36,707.4,274,96,214,0.45,30,90,0.33,52,61,0.855,16,62,78,45,31,9,37,56,2021,SG
Shaun Bruce,SYD,35,864.1,229,79,236,0.336,43,134,0.319,28,31,0.903,11,98,109,125,24,7,51,87,2021,SG
Levi Randolph,NZB,15,450.0,226,87,201,0.431,29,86,0.333,24,30,0.828,13,39,52,19,17,2,20,41,2021,SG
Mojave King,CRN,30,496.6,191,68,176,0.387,34,102,0.33,20,30,0.69,23,51,74,14,8,6,28,33,2021,SG
Rasmus Bach,NZB,36,572.0,175,58,132,0.438,39,95,0.404,20,25,0.8,17,43,60,22,16,8,12,64,2021,SG
Fabijan Krslovic,CRN,32,563.5,165,69,165,0.42,13,57,0.232,13,19,0.684,50,62,112,25,23,16,26,67,2021,SG
Kevin White,PER,39,519.1,136,51,132,0.383,32,92,0.348,3,5,0.6,15,39,55,57,16,0,21,67,2021,SG
Tad Dufelmeier Jr.,CRN,21,329.0,130,44,119,0.371,13,45,0.295,28,40,0.692,13,38,51,51,16,1,29,43,2021,SG
Tanner Krebs,BRI,24,365.3,114,44,106,0.413,14,49,0.275,14,16,0.824,14,32,46,20,2,2,7,22,2021,SG
Lamar Patterson,NZB,6,143.2,66,22,61,0.367,4,18,0.222,17,29,0.586,4,17,21,11,6,2,17,14,2021,SG
Brendan Teys,ADE,24,170.7,60,26,59,0.441,3,12,0.25,5,5,1.0,4,3,7,11,7,0,11,9,2021,SG
Daniel Grida,ILL,18,209.1,60,22,53,0.423,5,28,0.185,10,17,0.588,17,25,43,7,12,2,8,17,2021,SG
Kendall Stephens,SEM,13,79.0,21,8,22,0.364,5,13,0.385,0,0,0.0,2,5,7,3,0,1,2,7,2021,SG
Samuel Short,MEL,18,81.1,20,7,17,0.412,4,8,0.5,2,3,0.667,8,6,14,7,2,0,8,6,2021,SG
Alex Mudronja,ADE,17,89.9,17,5,20,0.25,3,11,0.273,4,5,0.8,5,13,18,10,1,1,6,6,2021,SG
Jack Purchase,ADE,9,35.9,16,5,8,0.625,5,7,0.714,0,0,0.0,0,4,4,2,1,0,2,8,2021,SG
Dexter Kernich-Drew,SYD,8,54.0,7,2,7,0.286,1,6,0.167,2,4,0.5,0,1,1,1,1,0,2,6,2021,SG
Angus Glover,SYD,2,25.3,7,3,5,0.6,1,3,0.333,0,0,0.0,3,3,6,5,0,0,1,3,2021,SG
Jamaal Robateau,BRI,2,2.8,0,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,1,0,2021,SG
Melo Trimble,MEL,31,934.4,611,199,450,0.443,62,180,0.346,150,186,0.803,23,80,103,132,41,1,81,86,2020,SG
D.J. Newbill,CRN,30,1001.2,559,194,382,0.508,69,165,0.417,103,121,0.85,17,73,90,94,39,4,54,72,2020,SG
Thomas Abercrombie,NZB,28,862.6,346,111,224,0.498,54,117,0.465,69,76,0.905,30,94,124,36,23,10,29,70,2020,SG
Ben Madgen,SEM,28,785.2,336,121,290,0.416,45,138,0.329,49,56,0.877,20,112,132,49,14,4,36,53,2020,SG
Mitchell McCarron,MEL,31,976.0,267,98,209,0.469,27,70,0.38,44,50,0.88,37,152,188,97,35,13,24,56,2020,SG
Sunday Dech,ILL,27,625.6,251,94,243,0.388,29,88,0.333,33,51,0.66,45,60,104,42,21,4,30,59,2020,SG
Didi Louzada,SYD,26,578.0,249,92,231,0.399,40,120,0.331,24,36,0.676,13,75,87,40,15,7,34,48,2020,SG
